Math 32,Southern California,Male,Hispanic or Latino,Junior,72,Applied Mathematical Sciences,Services Science,16,3,"Yes: AP Statistics,Yes: a statistics course at another college",No,Visual,2,May,20,70,10,290,2500,0.5,2,0,6,"Facebook,Instagram",iPhone,Los Angeles Dodgers,Green Bay Packers,Los Angeles Lakers,Los Angeles Kings,40,75,1,0,21,Yes,off-campus house in Merced,4,3,0,50,40,car,100,0,public school,20,Yes,30,dining commons,No,No,Yes,2,married,100,90,50,No,No,50,50,0,60000,80,10,10,0,No,75,90,25,No,Single,red,11,80,12,10,0,12,0,monthly,75,80,3,Brooklyn 99,Pokemon,90,No,50,No,2,100,3.4,1280,I do not plan to join a fraternity nor sorority,0,Yes,Chomebook,No,10,Yes,1000,I plan on earning a bachelor's degree at UC Merced,100,0,No,Yes,No,No,No,95,0,Pancakes,coffee,Dogs,100,10,1,100,100,Yes,No!,Spider-man,Joker,Winter,right-handed,80,75,4,100,Math 21,Torda,ocean,50
Math 32,Southern California,Male,White or Caucausian,Sophomore,44,Applied Mathematical Sciences,NA,16,3,Yes: AP Statistics,No,Auditory,2,February,20,68,10,180,1400,9,2,0,7,"Facebook,Instagram,Twitter",iPhone,"Los Angeles Dodgers,San Diego Padres",San Diego Chargers,"Los Angeles Lakers,Phoenix Suns",Los Angeles Kings,50,70,0,0,20,Yes,off-campus apartment in Merced,2,2,30,76,80,bus,90,0,public school,90,No,80,"Bookstore\, Marketplace\, and/or the Lantern,restaurant vendors",No,No,Yes,1.3,married,40,90,60,No,No,90,77,0,1000000,50,5,0,40,No,94,90,30,No,In a relationship,Purple,14,90,3,9,5,3,0,in between semesters,0,100,7,The Flash,Spiderman 2,20,No,20,No,4,250,4,1240,I do not plan to join a fraternity nor sorority,40,Yes,Laptop computer,Yes,12,Yes,0,I plan on earning a bachelor's degree at UC Merced,100,0,No,Yes,Yes,Yes,No,95,0,Waffles,(neither),Dogs,99,4,1,78,100,No,Yes!,Spiderman,Captain Cold,Winter,right-handed,100,70,8,89,"Math 21, cse 20",Yatskar,ocean,100
Math 32,Central California,Male,Hispanic or Latino,Junior,55,Applied Mathematical Sciences,NA,20,2.5,Yes: Math 15 at UC Merced,No,Visual,12,September,21,60,9,165,2000,6,0,5,6,Twitter,iPhone,"Houston Astros,Toronto Blue Jays",Baltimore Ravens,Atlanta Hawks,Anaheim Ducks,20,0,0,10,16,No,off-campus house in Merced,5,3,18,70,30,car,80,0,public school,50,Yes,0,restaurant vendors,No,Yes,Yes,2.4,married,0,90,80,No (but planning to pledge in the future),Yes: intramural team,70,60,0,8000000,60,20,10,0,No,90,80,80,Yes,Single,blue,NA,70,7,14,7,2,0,monthly,90,80,1,office,mad max,30,Yes,80,Yes,3,56,3.6,1100,I plan to pledge for a fraternity,40,Yes,Laptop computer,Yes,35,Yes,4000,I plan on earning a bachelor's degree at UC Merced,100,50,No,Yes,No,Yes,Yes,95,0,Waffles,coffee,Dogs,80,5,1,50,70,Yes,Yes!,batman,joker,Spring,right-handed,90,70,2,70,writing 1,doctor youngÂ ,ocean,0
Math 32,Southern California,Male,Hispanic or Latino,Sophomore,42,Applied Mathematical Sciences,NA,18,3.83,No,No,Visual,40,February,19,67,9,209,2100,9,0,0,7,Instagram,Android,Los Angeles Dodgers,Arizona Cardinals,Los Angeles Lakers,Los Angeles Kings,50,75,0,0,0,Yes,dormitory,2,2,0,80,75,bus,50,0,public school,100,Yes,75,dining commons,No,No,Yes,2.1,separated,25,90,50,No (but planning to pledge in the future),No,100,75,0,20000,50,15,5,15,No,60,69,68,No,Single,Blue,69,75,6,14,7,0,0,holidays,100,80,2,Breaking Bad,The Green Mile,75,No,75,Yes,3,145,3.97,1070,I plan to join a professional fraternity,10,Yes,"Desktop computer,Laptop computer",No,4,No,600,I plan on earning a bachelor's degree at UC Merced,100,0,No,Yes,Yes,No,No,100,143,Pancakes,tea,Dogs,75,1,1,75,75,No,Yes!,Thor,Thanos,Winter,right-handed,95,85,2,70,Math 21,Alexander Yatskar,snow,100
Math 32,Northern California,Female,"Hispanic or Latino,White or Caucausian",Junior,77,Applied Mathematical Sciences,NA,12,2.8,"Yes: Math 15 at UC Merced,Yes: another (other than Math 15) statistics training course at UC Merced",Yes,Visual,12,July,20,63,7.5,140,1250,10,0,3,6,"Facebook,Instagram",iPhone,Oakland Athletics,San Francisco 49ers,Golden State Warriors,San Jose Sharks,50,80,0,0,0,No,off-campus house in Merced,5,3,0,60,15,car,100,50,public school,40,No,60,"Bookstore\, Marketplace\, and/or the Lantern",Yes,Yes,No,1.5,married,90,70,70,No,Yes: sports club,60,50,175,200000,20,40,40,0,No,70,80,50,No,Single,Blue,16,60,5,14,1,3,0,monthly,80,40,1,Gossip girl,Tangled,50,Yes,80,Yes,2,117,3.8,1124,I do not plan to join a fraternity nor sorority,40,Yes,"Laptop computer,Tablet",No,10,Yes,1200,I plan on earning a bachelor's degree at UC Merced,90,60,No,Yes,No,No,Yes,80,0,Waffles,coffee,Dogs,60,8,1,95,80,Yes,No!,Superman,Joker,Summer,left-handed,70,60,2,60,Math 24,Camille Carvalho,ocean,80
Math 32,Central California,Male,Asian or Pacific Islander,Senior,90,Applied Mathematical Sciences,Biological Sciences,16,2.3,No,No,Visual,30,December,22,66,9,142,2000,5,0,0,8,"Facebook,Google+,Instagram",iPhone,NA,NA,NA,NA,50,75,5,31,14,Yes,off-campus house in Merced,4,4,30,50,40,car,80,0,public school,0,No,0,NA,No,No,Yes,2.5,married,50,80,70,No,No,60,70,0,NA,NA,NA,NA,90,No,80,NA,NA,No,Single,Yelloow,7,50,4,14,5,4,0,monthly,NA,NA,1,Rupaul drag race,NONE,100,No,80,Yes,NA,230,3.8,NA,NA,-1,Yes,"Desktop computer,Laptop computer",No,NA,No,NA,I plan on earning a bachelor's degree at UC Merced,50,100,No,Yes,No,Yes,Yes,90,NA,Pancakes,coffee,Dogs,0,NA,2,60,NA,Yes,Yes!,Spiderman,me,Summer,right-handed,70,50,4,60,Intro to physicsÂ ,Li,ocean,80
Math 32,Central California,Female,Hispanic or Latino,Junior,87,Applied Mathematical Sciences,Applied Mathematical Sciences,16,3.42,No,No,Visual,20,August,20,60,6,120,2000,0,0,0,7,Instagram,iPhone,Los Angeles Dodgers,San Francisco 49ers,Los Angeles Lakers,Montreal Canadiens,50,90,0,0,30,No,off-campus apartment in Merced,3,3,15,75,60,car,90,100,public school,75,No,70,"Bookstore\, Marketplace\, and/or the Lantern",Yes,No,Yes,2.2,married,20,90,80,No,No,95,100,600,60000,55,10,20,10,No,85,70,70,No,Single,It is a tie between black and white.,7,75,4,14,1,3,0,monthly,90,75,1,"Love, Death, and Robots",Howl's Moving Castle,80,No,90,No,3,150,4.1,1200,I do not plan to join a fraternity nor sorority,20,Yes,"Laptop computer,Tablet",No,12,Yes,15,I plan on earning a bachelor's degree at UC Merced,90,50,No,Yes,No,Yes,No,100,7,Waffles,coffee,Dogs,100,3,2,100,75,Yes,tolerable,Batman,Cruella,Spring,right-handed,90,-100,4,80,Math 130,"Noemi Petra

Â ",ocean,70
Math 32,Northern California,Male,Asian or Pacific Islander,Freshman,36.9,Applied Mathematical Sciences,NA,18,4,Yes: a statistics course at another college,No,Visual,4,July,18,70,8,170,1800,3,0,0,5,Facebook,Android,San Franciso Giants,San Francisco 49ers,"Boston Celtics,Cleveland Cavaliers",San Jose Sharks,39,35,1,0,999,Yes,dormitory,1,1,0,65,45,bus,80,55,public school,60,No,60,dining commons,No,No,No,2.1,married,79,50,10,No,No,20,75,0,100000,62,18,5,15,No,50,0,50,Yes,Single,purple,2,70,7,14,10,7,0,monthly,10,30,1,none,Chef,40,No,75,No,2,154,3.7,1460,I do not plan to join a fraternity nor sorority,40,Yes,Laptop computer,Yes,25,Yes,2000,I plan on transferring,95,0,No,Yes,No,No,No,90,50,Waffles,coffee,Cats,65,4,2,69,95,No,tolerable,Captain Underpants,Thanos,Fall,right-handed,50,30,5,78,Math 23,Keith Thompson,snow,99
Math 32,Southern California,Female,Hispanic or Latino,Junior,90,Applied Mathematical Sciences,NA,12,3.02,No,No,Visual,3,April,20,64,8,140,2000,1,1,0,6,"Facebook,Instagram,Pinterest",iPhone,Los Angeles Dodgers,Oakland Raiders,Los Angeles Lakers,Pittsburgh Penguins,0,60,0,2,15,No,off-campus house in Merced,7,6,16,75,50,car,90,45,public school,50,No,0,"Bookstore\, Marketplace\, and/or the Lantern",No,No,Yes,2,married,40,80,40,Yes,No,80,80,0,18000,40,30,2,10,Yes,75,75,70,No,Separated,blue,20,30,7,7,6,7,0,holidays,85,25,2,Netflix,Harry Potter,45,No,65,No,2,300,3.76,1060,I am in a sorority,85,Yes,Laptop computer,No,6,Yes,20,I plan on earning a bachelor's degree at UC Merced,90,0,No,Yes,No,Yes,No,85,10,Waffles,coffee,Dogs,90,3,1,95,80,No,Yes!,Robert Downey Jr,Harley Quinn,Spring,right-handed,80,90,3,80,Calc II,Yatskar,ocean,90
Math 32,Northern California,Male,Asian or Pacific Islander,Junior,75,Applied Mathematical Sciences,Applied Mathematical Sciences,16,2.49,No,No,Visual,10,NA,22,73,13,220,2000,1,7,0,7,Facebook,Android,NA,NA,NA,NA,70,0,0,0,NA,Yes,off-campus house in Merced,2,1,0,85,59,bus,100,70,public school,100,No,40,"restaurant vendors,vending machines",No,No,Yes,1,married,0,50,80,No,No,80,0,600,117000,50,30,10,80,No,90,70,60,No,Single,NA,99,20,7,14,0,7,0,holidays,0,0,1,"-RIck and Morty

Â 

Â ",NA,80,No,75,Yes,5,100,3.8,1310,I do not plan to join a fraternity nor sorority,0,Yes,"Laptop computer,Computer lab",Yes,2,Yes,6800,I plan on earning a bachelor's degree at UC Merced,100,0,No,No,No,No,No,90,30,Pancakes,tea,Dogs,100,40,1,50,50,No,Yes!,Spartans from Halo franchise,Atriox from Halo Wars 2,Winter,right-handed,50,0,5,45,Chn 001,NA,snow,100
Math 32,Central California,Female,Hispanic or Latino,Senior,91.2,Applied Mathematical Sciences,NA,14,2.514,Yes: another (other than Math 15) statistics training course at UC Merced,No,Kinesthetic,9,July,19,63,8.5,190,1900,6,0,0,7.5,"Facebook,Instagram,Pinterest,Twitter",Android,"Los Angeles Dodgers,New York Yankees",San Francisco 49ers,Los Angeles Lakers,Winnipeg Jets,17,83,2,2,19,Yes,off-campus house in Merced,6,3,15,84,92,car,68,88,public school,86,Yes,65,"Bookstore\, Marketplace\, and/or the Lantern,carts,restaurant vendors",No,No,Yes,3,married,0,78,24,No,No,64,25,412,30000,31,10,5,40,Yes,44,62,54,No,In a relationship,Marigold,3,44,3,12,5,3,0,holidays,92,63,2,Gilmore Girls,Harry Potter - Prisoner of Askaban,32,Yes,73,Yes,5,55,4.12,1320,I do not plan to join a fraternity nor sorority,40,Yes,"Desktop computer,Laptop computer,Tablet",Yes,15,Yes,4000,I plan on earning a bachelor's degree at UC Merced,87,0,No,No,No,Yes,Yes,85,20,Waffles,coffee,Dogs,40,15,1,34,73,Yes,Yes!,Catwoman,Robbie Rotten,Fall,right-handed,62,79,3.5,88,CHEM 002,Jared Stewart (TA),snow,33
Math 32,Central California,Male,Asian or Pacific Islander,Junior,76,Applied Mathematical Sciences,Applied Mathematical Sciences,16,3.218,Yes: AP Statistics,No,Visual,4,March,20,65,7.5,135,1500,2,1,0,7,"Facebook,Instagram",Android,San Franciso Giants,Denver Broncos,Boston Celtics,San Jose Sharks,10,50,0,0,20,No,off-campus house in Merced,2,2,10,90,50,car,100,50,public school,90,No,0,"Bookstore\, Marketplace\, and/or the Lantern,restaurant vendors,vending machines",No,Yes,Yes,2,married,0,100,100,No,No,50,50,300,30000,80,10,5,5,No,80,70,50,No,In a relationship,My favorite color is burgundy.Â ,15,50,7,14,7,7,0,weekly,80,50,8,My favorite TV show is YOU.Â ,My favorite movie is Joker.Â ,0,No,70,Yes,3,110,4.2,1100,I do not plan to join a fraternity nor sorority,50,Yes,Laptop computer,Yes,15,No,0,I plan on earning a bachelor's degree at UC Merced,60,0,No,No,Yes,Yes,Yes,95,15,Pancakes,coffee,Dogs,100,4,1,100,50,Yes,tolerable,My favorite superhero is Captain America.Â ,My favorite super-villain is Erik Killmonger.Â ,Spring,right-handed,100,80,4,70,My favorite class so far at UC Merced is Econ 001.Â ,My favorite professors so far at UC Merced is Alexander Yatskhar and Kurt Schnier.Â ,ocean,80
Math 32,Northern California,Male,Asian or Pacific Islander,Junior,66,Applied Mathematical Sciences,NA,16,3.1,Yes: AP Statistics,No,Visual,8,December,19,70,10.5,140,2500,6,0,0,5,Facebook,iPhone,San Franciso Giants,San Francisco 49ers,Golden State Warriors,San Jose Sharks,50,0,0,1,28,Yes,off-campus house in Merced,3,3,0,80,50,bus,90,0,public school,50,No,30,"Bookstore\, Marketplace\, and/or the Lantern",No,No,Yes,1.4,married,30,90,40,No,No,30,10,0,150000,15,5,0,80,No,25,2,0,No,Single,"Silver, gray/greyÂ ",8,65,7,14,7,3,0,holidays,0,10,2,Attack on Titan (AoT),Interstellar,80,Yes,60,Yes,3,300,3.4,1290,I do not plan to join a fraternity nor sorority,10,Yes,Laptop computer,Yes,6,Yes,2000,I plan on earning a bachelor's degree at UC Merced,65,90,No,Yes,No,No,No,95,0,Pancakes,tea,Dogs,100,5,2,45,60,No,tolerable,Black Panther,Loki,Fall,left-handed,90,60,4,75,Wri 001,Tanya Tafolla and Andrew LazarÂ ,ocean,40
Math 32,Central California,Male,Hispanic or Latino,Sophomore,46,Applied Mathematical Sciences,NA,16,2.9,No,No,Visual,14,November,19,68,9.5,175,2000,0,0,0,8.5,Facebook,Android,NA,San Francisco 49ers,Los Angeles Lakers,NA,30,50,NA,NA,NA,NA,off-campus house in Merced,5,5,0,85,75,car,50,NA,public school,60,NA,50,restaurant vendors,Yes,No,Yes,2,married,50,90,50,No,No,50,50,0,43000,80,5,5,10,Yes,90,50,50,No,Single,Blue,18,25,7,14,0,7,0,monthly,100,10,4,The Flash,We're The Millers,45,No,75,No,2,264,4.14,1200,NA,0,Yes,Laptop computer,No,5,Yes,500,I plan on earning a bachelor's degree at UC Merced,75,15,No,Yes,No,No,No,99,0,Pancakes,(neither),Dogs,85,1,1,95,80,Yes,tolerable,The Flash,MagnetoÂ ,Winter,right-handed,90,75,3,60,Psy 01,Kristina Callaghan,snow,90
Math 32,Southern California,Male,White or Caucausian,Freshman,16,Applied Mathematical Sciences,NA,14,3.92,Yes: AP Statistics,No,Visual,3,February,17,59,11,NA,NA,1,0,0,9,Twitter,iPhone,NA,NA,NA,NA,40,5,2,0,NA,Yes,dormitory,2,0,0,20,30,bus,30,5,public school,70,Yes,40,"dining commons,carts",No,No,No,1.1,married,20,95,15,No,No,80,10,4000,200000,45,5,0,50,No,50,80,40,Yes,Single,Blue,NA,10,7,13,0.5,7,0,holidays,5,75,3,Avatar: the Last Airbender,Your Name.,80,Yes,80,Yes,2.5,300,3.96,1460,I do not plan to join a fraternity nor sorority,15,Yes,Laptop computer,Yes,2,Yes,3868,I plan on transferring,90,10,No,No,No,No,Yes,90,20,Pancakes,tea,Cats,50,1.5,1,20,20,No,Yes!,Batman,NA,Spring,right-handed,95,20,6,20,MATH023,Cayce Fylling,ocean,70
Math 32,Southern California,Male,Hispanic or Latino,Sophomore,40,Applied Mathematical Sciences,NA,12,3.47,Yes: another (other than Math 15) statistics training course at UC Merced,No,Visual,5,January,20,73,12,204,1300,1,0,0,7,"Facebook,Instagram,LinkedIn,Twitter",iPhone,Los Angeles Dodgers,NA,Los Angeles Lakers,Los Angeles Kings,85,10,5,12,17,Yes,dormitory,3,1,0,80,75,bus,80,20,public school,90,No,50,"dining commons,Bookstore\, Marketplace\, and/or the Lantern,restaurant vendors",No,No,Yes,2.5,married,25,99.9,80,No,No,80,50,500,75000,0,60,20,20,Yes,80,80,80,No,Single,Grey,80,75,7,7,7,7,0,holidays,0,70,0,FREINDS,Clueless,25,No,90,Yes,5,124,3.71,1200,I do not plan to join a fraternity nor sorority,75,No,"Laptop computer,Tablet",Yes,15,Yes,1225,I plan on earning a bachelor's degree at UC Merced,90,0,No,Yes,No,No,Yes,100,50,Pancakes,coffee,Cats,80,5,1,100,0,No,tolerable,SupermanÂ ,NA,Fall,right-handed,90,80,5,80,NA,NA,snow,85
Math 32,Southern California,Female,Asian or Pacific Islander,Sophomore,38,Applied Mathematical Sciences,Spanish,18,3.914,Yes: AP Statistics,No,Visual,14,January,19,62.5,9,114,2000,0,7,0,6,"Facebook,Instagram",iPhone,Los Angeles Dodgers,NA,Los Angeles Lakers,Anaheim Ducks,43,50,1,0,NA,No,dormitory,1,1,0,72,30,taxi/Uber/Lyft,100,0,public school,100,No,60,"dining commons,Bookstore\, Marketplace\, and/or the Lantern,restaurant vendors",No,No,No,3,"divorced,I have a step-father/step-mother",20,80,30,No,No,80,70,1000,120000,0,10,10,30,No,40,20,70,No,Single,Yellow,27,80,7,14,0,7,0,in between semesters,70,100,3,The Good Place,Sad Movie,80,No,70,No,0,384,3.86,1310,NA,70,No,"Laptop computer,Tablet",No,12,Yes,0,I plan on earning a bachelor's degree at UC Merced,100,80,No,Yes,No,No,Yes,100,25,Waffles,coffee,Cats,NA,NA,1,NA,NA,No,Yes!,NA,NA,Winter,left-handed,NA,NA,5,NA,Chem 002H,Aurora Pribram-Jones,ocean,NA
